COD_PROV,DES_PROV,COD_MUNI,DES_MUNI,COD_DM,DES_DM,COD_SECC,DES_SECC,COD_BP,DES_BP,ICV_1,ICV_2,ICV_3,ICV_4,NO_CAT,P_ICV1Y2
32,SANTO DOMINGO,03,SANTO DOMINGO NORTE,01,SANTO DOMINGO NORTE,06,LA JAGUA,004,LOS CALLEJONES,17,27,6,2,3,80
32,SANTO DOMINGO,03,SANTO DOMINGO NORTE,01,SANTO DOMINGO NORTE,05,HIGÜERO,002,CAJUILITO,32,166,152,45,55,44
32,SANTO DOMINGO,03,SANTO DOMINGO NORTE,01,SANTO DOMINGO NORTE,03,SIERRA PRIETA,001,SIERRA PRIETA,38,97,21,8,31,69.23
32,SANTO DOMINGO,03,SANTO DOMINGO NORTE,01,SANTO DOMINGO NORTE,02,LICEY,002,MANCEBO,18,27,2,0,17,70.31
32,SANTO DOMINGO,03,SANTO DOMINGO NORTE,01,SANTO DOMINGO NORTE,06,LA JAGUA,003,LA JOYA O LOS GOYA,1,0,0,0,9,10
32,SANTO DOMINGO,03,SANTO DOMINGO NORTE,01,SANTO DOMINGO NORTE,06,LA JAGUA,006,AMOR A DIOS,29,116,63,3,32,59.67
32,SANTO DOMINGO,03,SANTO DOMINGO NORTE,01,SANTO DOMINGO NORTE,06,LA JAGUA,005,LOS MAMEYES,41,77,3,0,18,84.89
32,SANTO DOMINGO,03,SANTO DOMINGO NORTE,01,SANTO DOMINGO NORTE,06,LA JAGUA,001,LA JAGUA,1,4,4,2,0,45.45
32,SANTO DOMINGO,03,SANTO DOMINGO NORTE,01,SANTO DOMINGO NORTE,06,LA JAGUA,009,RINCÓN,25,69,3,0,20,80.34
32,SANTO DOMINGO,03,SANTO DOMINGO NORTE,01,SANTO DOMINGO NORTE,06,LA JAGUA,002,LOMA DE MATEO,0,1,0,0,0,100
32,SANTO DOMINGO,03,SANTO DOMINGO NORTE,01,SANTO DOMINGO NORTE,03,SIERRA PRIETA,002,LOS VIZCAÍNO,55,40,2,0,13,86.36
32,SANTO DOMINGO,03,SANTO DOMINGO NORTE,01,SANTO DOMINGO NORTE,03,SIERRA PRIETA,004,HOYOS OSCUROS,23,55,3,0,15,81.25
32,SANTO DOMINGO,03,SANTO DOMINGO NORTE,01,SANTO DOMINGO NORTE,03,SIERRA PRIETA,003,BUENOS AIRES,28,66,14,2,22,71.21
32,SANTO DOMINGO,03,SANTO DOMINGO NORTE,01,SANTO DOMINGO NORTE,03,SIERRA PRIETA,007,JUAN DINGA,84,138,4,1,17,90.98
32,SANTO DOMINGO,03,SANTO DOMINGO NORTE,01,SANTO DOMINGO NORTE,05,HIGÜERO,006,RINCÓN YACO,9,16,3,1,14,58.14
32,SANTO DOMINGO,03,SANTO DOMINGO NORTE,01,SANTO DOMINGO NORTE,05,HIGÜERO,004,LA GINA,29,142,84,14,47,54.11
32,SANTO DOMINGO,03,SANTO DOMINGO NORTE,01,SANTO DOMINGO NORTE,05,HIGÜERO,001,HIGÜERO ABAJO,75,90,14,16,14,78.95
32,SANTO DOMINGO,03,SANTO DOMINGO NORTE,01,SANTO DOMINGO NORTE,04,DUQUESA,001,DUQUESA,26,102,74,46,101,36.68
32,SANTO DOMINGO,03,SANTO DOMINGO NORTE,01,SANTO DOMINGO NORTE,04,DUQUESA,002,LA JACAGUA,33,202,295,62,31,37.72
32,SANTO DOMINGO,03,SANTO DOMINGO NORTE,01,SANTO DOMINGO NORTE,02,LICEY,007,CERCADILLO,58,173,38,8,4,82.21
32,SANTO DOMINGO,03,SANTO DOMINGO NORTE,01,SANTO DOMINGO NORTE,02,LICEY,004,MATA SAN JUAN,91,377,124,9,118,65.09
32,SANTO DOMINGO,03,SANTO DOMINGO NORTE,01,SANTO DOMINGO NORTE,02,LICEY,005,LIMONAL,0,1,0,0,8,11.11
32,SANTO DOMINGO,03,SANTO DOMINGO NORTE,01,SANTO DOMINGO NORTE,02,LICEY,003,MATA GORDA,143,380,62,5,94,76.46
32,SANTO DOMINGO,03,SANTO DOMINGO NORTE,01,SANTO DOMINGO NORTE,02,LICEY,006,PUNTA,7,26,31,17,2,39.76
32,SANTO DOMINGO,03,SANTO DOMINGO NORTE,01,SANTO DOMINGO NORTE,05,HIGÜERO,005,LOS LLANOS,14,21,7,2,21,53.85
32,SANTO DOMINGO,03,SANTO DOMINGO NORTE,01,SANTO DOMINGO NORTE,05,HIGÜERO,003,LA SABANA DEL HATO,0,0,0,0,2,0
32,SANTO DOMINGO,03,SANTO DOMINGO NORTE,01,SANTO DOMINGO NORTE,04,DUQUESA,003,LOS CAZABES,59,298,303,94,121,40.8
32,SANTO DOMINGO,03,SANTO DOMINGO NORTE,01,SANTO DOMINGO NORTE,03,SIERRA PRIETA,006,JUBILEO,20,51,4,0,10,83.53
32,SANTO DOMINGO,03,SANTO DOMINGO NORTE,01,SANTO DOMINGO NORTE,01,SANTO DOMINGO NORTE,002,SANTA CRUZ,96,702,1274,1036,380,22.88
32,SANTO DOMINGO,03,SANTO DOMINGO NORTE,01,SANTO DOMINGO NORTE,01,SANTO DOMINGO NORTE,004,EL EDÉN,66,592,1445,1382,663,15.86
32,SANTO DOMINGO,03,SANTO DOMINGO NORTE,01,SANTO DOMINGO NORTE,01,SANTO DOMINGO NORTE,001,VILLA MELLA,673,5065,8905,6701,2570,23.99
32,SANTO DOMINGO,03,SANTO DOMINGO NORTE,01,SANTO DOMINGO NORTE,01,SANTO DOMINGO NORTE,003,SABANA PERDIDA,1020,7546,17857,12424,8094,18.25
32,SANTO DOMINGO,03,SANTO DOMINGO NORTE,02,LA VICTORIA (D. M.).,02,MAL NOMBRE,007,PRIMAVERA,25,149,116,17,84,44.5
32,SANTO DOMINGO,03,SANTO DOMINGO NORTE,02,LA VICTORIA (D. M.).,06,GUANUMA,003,LA GINA (LA TITA),0,2,2,0,0,50
32,SANTO DOMINGO,03,SANTO DOMINGO NORTE,02,LA VICTORIA (D. M.).,05,LA BOMBA,001,LA BOMBA,84,326,152,16,125,58.32
32,SANTO DOMINGO,03,SANTO DOMINGO NORTE,02,LA VICTORIA (D. M.).,07,HACIENDA ESTRELLA,006,LOS MORENOS,0,1,1,1,8,9.09
32,SANTO DOMINGO,03,SANTO DOMINGO NORTE,02,LA VICTORIA (D. M.).,08,LA CEIBA,007,RANCHO ARRIBA-CABÓN,0,1,0,0,0,100
32,SANTO DOMINGO,03,SANTO DOMINGO NORTE,02,LA VICTORIA (D. M.).,06,GUANUMA,001,BATEY GUANUMA,110,503,236,77,197,54.59
32,SANTO DOMINGO,03,SANTO DOMINGO NORTE,02,LA VICTORIA (D. M.).,06,GUANUMA,004,EL HATO DE SANGUÍNEO,49,131,51,14,42,62.72
32,SANTO DOMINGO,03,SANTO DOMINGO NORTE,02,LA VICTORIA (D. M.).,06,GUANUMA,002,MATA REDONDA,0,6,0,1,29,16.67
32,SANTO DOMINGO,03,SANTO DOMINGO NORTE,02,LA VICTORIA (D. M.).,07,HACIENDA ESTRELLA,003,SAN MATEO,7,0,1,0,10,38.89
32,SANTO DOMINGO,03,SANTO DOMINGO NORTE,02,LA VICTORIA (D. M.).,07,HACIENDA ESTRELLA,005,LA CAMPAÑA,44,81,92,35,34,43.71
32,SANTO DOMINGO,03,SANTO DOMINGO NORTE,02,LA VICTORIA (D. M.).,07,HACIENDA ESTRELLA,002,EL 11 DE HACIENDA ESTRELLA,1,8,4,5,0,50
32,SANTO DOMINGO,03,SANTO DOMINGO NORTE,02,LA VICTORIA (D. M.).,07,HACIENDA ESTRELLA,001,HACIENDA ESTRELLA,132,612,572,231,310,40.06
32,SANTO DOMINGO,03,SANTO DOMINGO NORTE,02,LA VICTORIA (D. M.).,08,LA CEIBA,008,CRUCE DE GINA,117,262,62,10,67,73.17
32,SANTO DOMINGO,03,SANTO DOMINGO NORTE,02,LA VICTORIA (D. M.).,08,LA CEIBA,003,LOS CASTILLOS,29,86,26,7,36,62.5
32,SANTO DOMINGO,03,SANTO DOMINGO NORTE,02,LA VICTORIA (D. M.).,07,HACIENDA ESTRELLA,004,EL 10 DE HACIENDA ESTRELLA,7,27,23,10,28,35.79
32,SANTO DOMINGO,03,SANTO DOMINGO NORTE,02,LA VICTORIA (D. M.).,08,LA CEIBA,002,LA PIÑA,111,330,113,6,139,63.09
32,SANTO DOMINGO,03,SANTO DOMINGO NORTE,02,LA VICTORIA (D. M.).,08,LA CEIBA,001,LA CEIBA,101,241,45,6,124,66.15
32,SANTO DOMINGO,03,SANTO DOMINGO NORTE,02,LA VICTORIA (D. M.).,08,LA CEIBA,004,LOS MERCEDES,57,93,18,2,13,81.97
32,SANTO DOMINGO,03,SANTO DOMINGO NORTE,02,LA VICTORIA (D. M.).,08,LA CEIBA,005,LOS MAMBRUSES,47,105,11,2,14,84.92
32,SANTO DOMINGO,03,SANTO DOMINGO NORTE,02,LA VICTORIA (D. M.).,02,MAL NOMBRE,001,MAL NOMBRE,140,424,165,29,139,62.88
32,SANTO DOMINGO,03,SANTO DOMINGO NORTE,02,LA VICTORIA (D. M.).,02,MAL NOMBRE,009,JUAN TOMÁS,66,386,143,26,220,53.75
32,SANTO DOMINGO,03,SANTO DOMINGO NORTE,02,LA VICTORIA (D. M.).,02,MAL NOMBRE,004,EL DAJAO,3,21,5,3,21,45.28
32,SANTO DOMINGO,03,SANTO DOMINGO NORTE,02,LA VICTORIA (D. M.).,02,MAL NOMBRE,005,LA CAOBA,23,87,10,3,51,63.22
32,SANTO DOMINGO,03,SANTO DOMINGO NORTE,02,LA VICTORIA (D. M.).,03,LA VIRGEN,004,FERREGÚS,3,12,9,5,40,21.74
32,SANTO DOMINGO,03,SANTO DOMINGO NORTE,02,LA VICTORIA (D. M.).,04,MATA MAMÓN,012,AGUACATE ADENTRO,4,7,2,0,28,26.83
32,SANTO DOMINGO,03,SANTO DOMINGO NORTE,02,LA VICTORIA (D. M.).,04,MATA MAMÓN,001,MATA MAMÓN,135,332,90,17,103,68.98
32,SANTO DOMINGO,03,SANTO DOMINGO NORTE,02,LA VICTORIA (D. M.).,04,MATA MAMÓN,014,EL OCHO,10,31,12,3,0,73.21
32,SANTO DOMINGO,03,SANTO DOMINGO NORTE,02,LA VICTORIA (D. M.).,04,MATA MAMÓN,010,CABÓN,0,0,1,0,0,0
32,SANTO DOMINGO,03,SANTO DOMINGO NORTE,02,LA VICTORIA (D. M.).,04,MATA MAMÓN,004,LOS TAPIA (EL OCHO),10,14,3,0,21,50
32,SANTO DOMINGO,03,SANTO DOMINGO NORTE,02,LA VICTORIA (D. M.).,04,MATA MAMÓN,013,EL HIGUERITO,0,0,0,0,1,0
32,SANTO DOMINGO,03,SANTO DOMINGO NORTE,02,LA VICTORIA (D. M.).,04,MATA MAMÓN,011,SANTANA,21,52,5,0,13,80.22
32,SANTO DOMINGO,03,SANTO DOMINGO NORTE,02,LA VICTORIA (D. M.).,02,MAL NOMBRE,006,PALMILLA,42,156,111,23,119,43.9
32,SANTO DOMINGO,03,SANTO DOMINGO NORTE,02,LA VICTORIA (D. M.).,02,MAL NOMBRE,008,EL COROZO,0,0,0,0,11,0
32,SANTO DOMINGO,03,SANTO DOMINGO NORTE,02,LA VICTORIA (D. M.).,02,MAL NOMBRE,003,MARICAO,79,288,78,14,103,65.3
32,SANTO DOMINGO,03,SANTO DOMINGO NORTE,02,LA VICTORIA (D. M.).,02,MAL NOMBRE,002,PUNTA LARGA,2,1,4,0,0,42.86
32,SANTO DOMINGO,03,SANTO DOMINGO NORTE,02,LA VICTORIA (D. M.).,03,LA VIRGEN,005,LA CULATA,0,2,1,0,0,66.67
32,SANTO DOMINGO,03,SANTO DOMINGO NORTE,02,LA VICTORIA (D. M.).,03,LA VIRGEN,003,VERDÚM,0,1,0,1,27,3.45
32,SANTO DOMINGO,03,SANTO DOMINGO NORTE,02,LA VICTORIA (D. M.).,03,LA VIRGEN,001,LA VIRGEN,18,197,370,217,152,22.54
32,SANTO DOMINGO,03,SANTO DOMINGO NORTE,02,LA VICTORIA (D. M.).,04,MATA MAMÓN,005,LOS POTRAZOS,0,0,1,0,3,0
32,SANTO DOMINGO,03,SANTO DOMINGO NORTE,02,LA VICTORIA (D. M.).,03,LA VIRGEN,002,SAN JOAQUÍN,1,5,5,0,71,7.32
32,SANTO DOMINGO,03,SANTO DOMINGO NORTE,02,LA VICTORIA (D. M.).,08,LA CEIBA,006,LA JAIBA,2,4,3,0,28,16.22
32,SANTO DOMINGO,03,SANTO DOMINGO NORTE,02,LA VICTORIA (D. M.).,02,MAL NOMBRE,010,EL JOBO,25,51,10,0,34,63.33
32,SANTO DOMINGO,03,SANTO DOMINGO NORTE,02,LA VICTORIA (D. M.).,01,LA VICTORIA,001,LA VICTORIA,341,2012,2168,814,865,37.95
32,SANTO DOMINGO,03,SANTO DOMINGO NORTE,01,SANTO DOMINGO NORTE,01,SANTO DOMINGO NORTE,005,GUARICANO,1412,8734,15886,9355,7327,23.75
32,SANTO DOMINGO,03,SANTO DOMINGO NORTE,01,SANTO DOMINGO NORTE,01,SANTO DOMINGO NORTE,006,SAN FELIPE,791,3721,3777,1249,1682,40.21
32,SANTO DOMINGO,04,BOCA CHICA,02,LA CALETA (D. M.).,03,CAMPO LINDO,001,CAMPO LINDO,65,459,545,185,788,25.66
32,SANTO DOMINGO,04,BOCA CHICA,01,BOCA CHICA,03,LA MALENA,007,LA BORDA,0,0,0,0,6,0
32,SANTO DOMINGO,04,BOCA CHICA,01,BOCA CHICA,03,LA MALENA,006,LOS BANCOS DE ARENA,18,89,61,6,52,47.35
32,SANTO DOMINGO,04,BOCA CHICA,01,BOCA CHICA,03,LA MALENA,001,LA MALENA,27,100,58,9,63,49.42
32,SANTO DOMINGO,04,BOCA CHICA,01,BOCA CHICA,03,LA MALENA,002,LA CUCAMA,0,0,0,0,2,0
32,SANTO DOMINGO,04,BOCA CHICA,01,BOCA CHICA,02,CRUCE DE BOCA CHICA,003,"KILÓMETRO 36, CARRETERA MELLA",35,118,47,6,42,61.69
32,SANTO DOMINGO,04,BOCA CHICA,01,BOCA CHICA,02,CRUCE DE BOCA CHICA,001,CRUCE DE BOCA CHICA,14,57,43,10,35,44.65
32,SANTO DOMINGO,04,BOCA CHICA,01,BOCA CHICA,02,CRUCE DE BOCA CHICA,002,EL LIMÓN,2,15,7,1,5,56.67
32,SANTO DOMINGO,04,BOCA CHICA,01,BOCA CHICA,03,LA MALENA,003,LA TUMBA,1,0,0,0,4,20
32,SANTO DOMINGO,04,BOCA CHICA,01,BOCA CHICA,03,LA MALENA,005,LA BOCAINA,0,0,1,0,0,0
32,SANTO DOMINGO,04,BOCA CHICA,01,BOCA CHICA,02,CRUCE DE BOCA CHICA,004,LOS PAREDONES DE ANDRÉS,20,93,53,7,0,65.32
32,SANTO DOMINGO,04,BOCA CHICA,02,LA CALETA (D. M.).,02,EL VALIENTE,002,TORRE  B,22,45,17,6,1139,5.45
32,SANTO DOMINGO,04,BOCA CHICA,02,LA CALETA (D. M.).,03,CAMPO LINDO,002,LA CIEN MIL-LA PIEDRA,96,445,455,108,279,39.12
32,SANTO DOMINGO,04,BOCA CHICA,02,LA CALETA (D. M.).,04,LA CALETA,001,AEROPUERTO INTERNACIONAL,73,416,781,414,315,24.46
32,SANTO DOMINGO,04,BOCA CHICA,02,LA CALETA (D. M.).,04,LA CALETA,002,EL CACHIMBO,1,18,23,23,0,29.23
32,SANTO DOMINGO,04,BOCA CHICA,02,LA CALETA (D. M.).,02,EL VALIENTE,001,EL VALIENTE,474,2414,2453,592,409,45.54
32,SANTO DOMINGO,04,BOCA CHICA,01,BOCA CHICA,02,CRUCE DE BOCA CHICA,005,BATEY JUBEY,38,68,32,33,7,59.55
32,SANTO DOMINGO,04,BOCA CHICA,02,LA CALETA (D. M.).,01,BOCA CHICA,001,LA CALETA,216,1251,1792,712,1557,26.54
32,SANTO DOMINGO,04,BOCA CHICA,01,BOCA CHICA,01,BOCA CHICA,002,ANDRÉS,1227,4900,6937,2936,3004,32.24
32,SANTO DOMINGO,04,BOCA CHICA,01,BOCA CHICA,01,BOCA CHICA,001,BOCA CHICA,216,1226,1809,848,374,32.24
32,SANTO DOMINGO,06,LOS ALCARRIZOS,01,LOS ALCARRIZOS,01,LOS ALCARRIZOS,001,SAVICA,309,1475,2638,2415,541,24.18
32,SANTO DOMINGO,06,LOS ALCARRIZOS,01,LOS ALCARRIZOS,01,LOS ALCARRIZOS,004,LAS MERCEDES,219,945,1560,1074,335,28.16
32,SANTO DOMINGO,06,LOS ALCARRIZOS,01,LOS ALCARRIZOS,01,LOS ALCARRIZOS,005,LOS LIBERTADORES,66,274,598,645,281,18.24
32,SANTO DOMINGO,06,LOS ALCARRIZOS,01,LOS ALCARRIZOS,01,LOS ALCARRIZOS,006,ALTOS DE CHAVÓN,110,479,713,432,158,31.13
32,SANTO DOMINGO,06,LOS ALCARRIZOS,01,LOS ALCARRIZOS,01,LOS ALCARRIZOS,007,LOS AMERICANOS (LOS ÁNGELES),311,1512,2643,2308,582,24.78
32,SANTO DOMINGO,06,LOS ALCARRIZOS,01,LOS ALCARRIZOS,01,LOS ALCARRIZOS,008,NUEVO AMANECER,106,563,1155,858,230,22.97
32,SANTO DOMINGO,06,LOS ALCARRIZOS,01,LOS ALCARRIZOS,01,LOS ALCARRIZOS,009,NAZARENO O MANZANERO,134,576,1266,1118,310,20.86
32,SANTO DOMINGO,06,LOS ALCARRIZOS,01,LOS ALCARRIZOS,01,LOS ALCARRIZOS,010,LEBRÓN,100,598,1116,724,288,24.7
32,SANTO DOMINGO,06,LOS ALCARRIZOS,01,LOS ALCARRIZOS,01,LOS ALCARRIZOS,011,LA UNIÓN,152,668,981,464,308,31.87
32,SANTO DOMINGO,06,LOS ALCARRIZOS,01,LOS ALCARRIZOS,01,LOS ALCARRIZOS,012,LA FE,151,650,882,454,234,33.78
32,SANTO DOMINGO,06,LOS ALCARRIZOS,01,LOS ALCARRIZOS,01,LOS ALCARRIZOS,013,LA PIÑA,256,1145,2007,1107,416,28.41
32,SANTO DOMINGO,06,LOS ALCARRIZOS,01,LOS ALCARRIZOS,01,LOS ALCARRIZOS,014,VALLE ENCANTADO,81,334,560,383,179,27
32,SANTO DOMINGO,06,LOS ALCARRIZOS,01,LOS ALCARRIZOS,01,LOS ALCARRIZOS,015,RESIDENCIAL LOS CERROS,15,65,157,562,16,9.82
32,SANTO DOMINGO,06,LOS ALCARRIZOS,01,LOS ALCARRIZOS,01,LOS ALCARRIZOS,016,LA ESPERANZA,34,182,376,297,117,21.47
32,SANTO DOMINGO,06,LOS ALCARRIZOS,01,LOS ALCARRIZOS,01,LOS ALCARRIZOS,017,RESIDENCIAL LOS HIDALGOS,24,94,202,195,9,22.52
32,SANTO DOMINGO,06,LOS ALCARRIZOS,01,LOS ALCARRIZOS,01,LOS ALCARRIZOS,018,PARAÍSO,48,200,476,449,145,18.82
32,SANTO DOMINGO,06,LOS ALCARRIZOS,02,PALMAREJO-VILLA LINDA (D. M.).,01,PALMAREJO VILLA LINDA,001,PALMAREJO,180,838,1241,746,210,31.66
32,SANTO DOMINGO,06,LOS ALCARRIZOS,03,PANTOJA (D. M.).,01,PANTOJA,001,PANTOJA,195,701,1382,2659,147,17.62
32,SANTO DOMINGO,06,LOS ALCARRIZOS,03,PANTOJA (D. M.).,01,PANTOJA,002,URBANIZACIÓN DON GREGORIO,2,37,114,423,5,6.71
32,SANTO DOMINGO,06,LOS ALCARRIZOS,03,PANTOJA (D. M.).,01,PANTOJA,008,LAS COLINAS O LOS COCOS,27,160,520,788,159,11.31
32,SANTO DOMINGO,06,LOS ALCARRIZOS,03,PANTOJA (D. M.).,01,PANTOJA,009,PANTOJA I,42,138,287,295,67,21.71
32,SANTO DOMINGO,06,LOS ALCARRIZOS,03,PANTOJA (D. M.).,01,PANTOJA,010,VISTA VERDE,11,83,146,149,49,21.46
32,SANTO DOMINGO,06,LOS ALCARRIZOS,01,LOS ALCARRIZOS,01,LOS ALCARRIZOS,002,CANTA LA RANA O BARRIOLANDIA,365,1563,3180,2771,1088,21.5
32,SANTO DOMINGO,06,LOS ALCARRIZOS,01,LOS ALCARRIZOS,01,LOS ALCARRIZOS,003,PUEBLO NUEVO,620,2359,4956,4988,1672,20.41
32,SANTO DOMINGO,06,LOS ALCARRIZOS,03,PANTOJA (D. M.).,01,PANTOJA,003,VILLA EL PALMAR,46,172,267,197,61,29.34
32,SANTO DOMINGO,06,LOS ALCARRIZOS,03,PANTOJA (D. M.).,01,PANTOJA,005,VILLA MORADA,90,261,505,531,163,22.65
32,SANTO DOMINGO,06,LOS ALCARRIZOS,03,PANTOJA (D. M.).,01,PANTOJA,006,URBANIZACIÓN VILLA PANTOJA,1,4,19,94,0,4.24
32,SANTO DOMINGO,06,LOS ALCARRIZOS,03,PANTOJA (D. M.).,01,PANTOJA,007,LA REDENCIÓN,179,678,1261,1097,314,24.28
32,SANTO DOMINGO,06,LOS ALCARRIZOS,03,PANTOJA (D. M.).,01,PANTOJA,011,JOSÉ CONTRERAS,31,148,371,417,150,16.03
32,SANTO DOMINGO,06,LOS ALCARRIZOS,03,PANTOJA (D. M.).,01,PANTOJA,012,REPARTO SAMARIA,16,116,299,519,8,13.78
32,SANTO DOMINGO,06,LOS ALCARRIZOS,03,PANTOJA (D. M.).,01,PANTOJA,013,RESIDENCIAL DON MIGUEL,19,55,66,73,0,34.74
32,SANTO DOMINGO,06,LOS ALCARRIZOS,03,PANTOJA (D. M.).,01,PANTOJA,004,URBANIZACIÓN PROYECTO INVI-CEA,10,30,50,91,23,19.61
32,SANTO DOMINGO,06,LOS ALCARRIZOS,01,LOS ALCARRIZOS,02,SANTA ROSA,001,SANTA ROSA,777,3083,3468,1663,927,38.92
32,SANTO DOMINGO,06,LOS ALCARRIZOS,02,PALMAREJO-VILLA LINDA (D. M.).,02,PALMAREJITO,002,PALMAREJITO,9,81,134,106,25,25.35
32,SANTO DOMINGO,06,LOS ALCARRIZOS,02,PALMAREJO-VILLA LINDA (D. M.).,04,VILLA LINDA,002,CERINCA,13,37,64,42,21,28.25
32,SANTO DOMINGO,06,LOS ALCARRIZOS,02,PALMAREJO-VILLA LINDA (D. M.).,03,SANTA BÁRBARA,001,LAS FLORES,7,11,3,2,14,48.65
32,SANTO DOMINGO,06,LOS ALCARRIZOS,02,PALMAREJO-VILLA LINDA (D. M.).,04,VILLA LINDA,003,VILLA LINDA,10,34,71,49,0,26.83
32,SANTO DOMINGO,06,LOS ALCARRIZOS,02,PALMAREJO-VILLA LINDA (D. M.).,04,VILLA LINDA,001,LOS COQUITOS,5,34,111,121,14,13.68
32,SANTO DOMINGO,06,LOS ALCARRIZOS,02,PALMAREJO-VILLA LINDA (D. M.).,02,PALMAREJITO,001,SANTA ROSA,231,675,625,203,106,49.24
32,SANTO DOMINGO,06,LOS ALCARRIZOS,02,PALMAREJO-VILLA LINDA (D. M.).,03,SANTA BÁRBARA,002,SANTA BÁRBARA,48,259,421,243,89,28.96
32,SANTO DOMINGO,07,PEDRO BRAND,03,LA CUABA (D. M.).,02,LOS AGUACATES,004,LA PIÑA,23,89,53,12,34,53.08
32,SANTO DOMINGO,07,PEDRO BRAND,03,LA CUABA (D. M.).,03,LA ESTANCIA,001,EL CONVENTO,7,45,24,3,3,63.41
32,SANTO DOMINGO,07,PEDRO BRAND,03,LA CUABA (D. M.).,04,EL LIMÓN,012,LA MALENITA,11,33,5,0,20,63.77
32,SANTO DOMINGO,07,PEDRO BRAND,01,PEDRO BRAND,04,PIEDRA GORDA,001,PIEDRA GORDA,18,29,22,2,10,58.02
32,SANTO DOMINGO,07,PEDRO BRAND,01,PEDRO BRAND,03,SAN MIGUEL,001,SAN MIGUEL,23,36,12,5,14,65.56
32,SANTO DOMINGO,07,PEDRO BRAND,01,PEDRO BRAND,02,LOS COROZOS,002,LOS COROZOS,96,115,25,6,24,79.32
32,SANTO DOMINGO,07,PEDRO BRAND,02,LA GUÁYIGA (D. M.).,03,EL PEDREGAL,001,EL PEDREGAL,32,158,85,12,73,52.78
32,SANTO DOMINGO,07,PEDRO BRAND,02,LA GUÁYIGA (D. M.).,04,YACÓ,001,YACÓ,36,93,35,0,46,61.43
32,SANTO DOMINGO,07,PEDRO BRAND,03,LA CUABA (D. M.).,02,LOS AGUACATES,002,SALAMANCA,16,69,33,6,59,46.45
32,SANTO DOMINGO,07,PEDRO BRAND,03,LA CUABA (D. M.).,02,LOS AGUACATES,001,LOS AGUACATES,24,148,85,11,63,51.96
32,SANTO DOMINGO,07,PEDRO BRAND,03,LA CUABA (D. M.).,03,LA ESTANCIA,005,HIGÜERO,17,17,4,0,0,89.47
32,SANTO DOMINGO,07,PEDRO BRAND,03,LA CUABA (D. M.).,04,EL LIMÓN,002,LA ISABELA ARRIBA,3,3,2,0,6,42.86
32,SANTO DOMINGO,07,PEDRO BRAND,03,LA CUABA (D. M.).,04,EL LIMÓN,010,ARROYO MINA,13,13,1,0,0,96.3
32,SANTO DOMINGO,07,PEDRO BRAND,03,LA CUABA (D. M.).,04,EL LIMÓN,006,SABANA MINA,23,19,3,0,11,75
32,SANTO DOMINGO,07,PEDRO BRAND,03,LA CUABA (D. M.).,04,EL LIMÓN,007,EL CACHIMBO,12,12,0,0,3,88.89
32,SANTO DOMINGO,07,PEDRO BRAND,03,LA CUABA (D. M.).,04,EL LIMÓN,003,BAÑADERO,2,2,0,0,0,100
32,SANTO DOMINGO,07,PEDRO BRAND,03,LA CUABA (D. M.).,04,EL LIMÓN,005,LOS GENAROS,2,4,0,0,0,100
32,SANTO DOMINGO,07,PEDRO BRAND,03,LA CUABA (D. M.).,04,EL LIMÓN,011,LOMA DE GALÁN,0,0,0,0,27,0
32,SANTO DOMINGO,07,PEDRO BRAND,03,LA CUABA (D. M.).,04,EL LIMÓN,001,EL LIMÓN,16,23,8,0,0,82.98
32,SANTO DOMINGO,07,PEDRO BRAND,03,LA CUABA (D. M.).,03,LA ESTANCIA,006,LOS JOBOS DE MATÚA,1,5,0,0,1,85.71
32,SANTO DOMINGO,07,PEDRO BRAND,03,LA CUABA (D. M.).,03,LA ESTANCIA,007,HIGUAMO,8,15,1,0,10,67.65
32,SANTO DOMINGO,07,PEDRO BRAND,03,LA CUABA (D. M.).,03,LA ESTANCIA,002,LA MALEZA,1,6,0,0,2,77.78
32,SANTO DOMINGO,07,PEDRO BRAND,03,LA CUABA (D. M.).,03,LA ESTANCIA,003,LA ESTANCIA,6,21,4,0,15,58.7
32,SANTO DOMINGO,07,PEDRO BRAND,03,LA CUABA (D. M.).,03,LA ESTANCIA,008,SUARDÍ,4,18,5,0,2,75.86
32,SANTO DOMINGO,07,PEDRO BRAND,03,LA CUABA (D. M.).,04,EL LIMÓN,009,VICTORIANO,0,0,0,0,15,0
32,SANTO DOMINGO,07,PEDRO BRAND,03,LA CUABA (D. M.).,03,LA ESTANCIA,009,HOJAS ANCHAS,16,13,1,0,20,58
32,SANTO DOMINGO,07,PEDRO BRAND,03,LA CUABA (D. M.).,03,LA ESTANCIA,004,SABANA AL MEDIO,19,54,26,3,46,49.32
32,SANTO DOMINGO,07,PEDRO BRAND,03,LA CUABA (D. M.).,02,LOS AGUACATES,003,ARROYO INDIO,19,29,4,0,28,60
32,SANTO DOMINGO,07,PEDRO BRAND,01,PEDRO BRAND,05,LA POLONIA,001,LA POLONIA,42,93,23,0,13,78.95
32,SANTO DOMINGO,07,PEDRO BRAND,01,PEDRO BRAND,06,FRASQUITO GÓMEZ,001,FRASQUITO GÓMEZ,131,170,32,2,50,78.18
32,SANTO DOMINGO,07,PEDRO BRAND,03,LA CUABA (D. M.).,04,EL LIMÓN,008,MALA VUELTA,28,21,3,0,12,76.56
