COD_PROV,DES_PROV,COD_MUNI,DES_MUNI,COD_DM,DES_DM,COD_SECC,DES_SECC,COD_BP,DES_BP,ICV_1,ICV_2,ICV_3,ICV_4,NO_CAT,P_ICV1Y2
21,SAN CRISTÓBAL,06,YAGUATE,01,YAGUATE,03,NAJAYO EN MEDIO,020,INGENIO CAEI,1,3,4,0,13,19.05
21,SAN CRISTÓBAL,06,YAGUATE,01,YAGUATE,03,NAJAYO EN MEDIO,011,LUCAS DÍAZ,50,79,3,1,8,91.49
21,SAN CRISTÓBAL,06,YAGUATE,01,YAGUATE,03,NAJAYO EN MEDIO,013,BOCA DE LOS ARROYOS,10,15,0,0,1,96.15
21,SAN CRISTÓBAL,06,YAGUATE,01,YAGUATE,03,NAJAYO EN MEDIO,012,LA JAGUA,116,99,26,7,9,83.66
21,SAN CRISTÓBAL,06,YAGUATE,01,YAGUATE,03,NAJAYO EN MEDIO,022,LOS FRANCO,45,59,17,2,27,69.33
21,SAN CRISTÓBAL,06,YAGUATE,01,YAGUATE,03,NAJAYO EN MEDIO,008,LA CABIRMA,86,156,66,8,11,74.01
21,SAN CRISTÓBAL,06,YAGUATE,01,YAGUATE,03,NAJAYO EN MEDIO,001,LOS LEONES,21,79,33,5,23,62.11
21,SAN CRISTÓBAL,06,YAGUATE,01,YAGUATE,03,NAJAYO EN MEDIO,003,MACHÍN,58,201,200,73,46,44.81
21,SAN CRISTÓBAL,06,YAGUATE,01,YAGUATE,03,NAJAYO EN MEDIO,002,DOÑA ANA,72,470,555,250,301,32.89
21,SAN CRISTÓBAL,06,YAGUATE,01,YAGUATE,03,NAJAYO EN MEDIO,009,LOS SÁNCHEZ,52,132,60,13,45,60.93
21,SAN CRISTÓBAL,06,YAGUATE,01,YAGUATE,03,NAJAYO EN MEDIO,019,LA CAOBA,15,46,45,11,21,44.2
21,SAN CRISTÓBAL,06,YAGUATE,01,YAGUATE,03,NAJAYO EN MEDIO,007,LA LOMA,117,257,61,7,63,74.06
21,SAN CRISTÓBAL,06,YAGUATE,01,YAGUATE,03,NAJAYO EN MEDIO,004,LA ERMITA O NAJAYO EN MEDIO,65,157,112,31,44,54.28
21,SAN CRISTÓBAL,06,YAGUATE,01,YAGUATE,03,NAJAYO EN MEDIO,010,LOS MATEO,29,102,64,19,26,54.58
21,SAN CRISTÓBAL,06,YAGUATE,01,YAGUATE,03,NAJAYO EN MEDIO,021,CABRIA ABAJO,38,114,71,12,30,57.36
21,SAN CRISTÓBAL,06,YAGUATE,01,YAGUATE,03,NAJAYO EN MEDIO,005,MOJA CASABE,10,26,23,10,14,43.37
21,SAN CRISTÓBAL,06,YAGUATE,01,YAGUATE,03,NAJAYO EN MEDIO,018,BUZÓN,6,8,2,0,35,27.45
21,SAN CRISTÓBAL,06,YAGUATE,01,YAGUATE,03,NAJAYO EN MEDIO,017,PAJARITO,54,289,259,85,90,44.14
21,SAN CRISTÓBAL,06,YAGUATE,01,YAGUATE,03,NAJAYO EN MEDIO,016,EL LIMÓN,15,86,49,11,23,54.89
21,SAN CRISTÓBAL,06,YAGUATE,01,YAGUATE,04,MANÁ DE YAGUATE,009,"MANÁ DE YAGUATE
",35,66,13,4,12,77.69
21,SAN CRISTÓBAL,06,YAGUATE,01,YAGUATE,04,MANÁ DE YAGUATE,006,EL FUERTE,44,10,2,0,1,94.74
21,SAN CRISTÓBAL,06,YAGUATE,01,YAGUATE,04,MANÁ DE YAGUATE,004,EL POZO,17,8,2,1,3,80.65
21,SAN CRISTÓBAL,06,YAGUATE,01,YAGUATE,04,MANÁ DE YAGUATE,005,MONTE BONITO,28,29,3,0,9,82.61
21,SAN CRISTÓBAL,06,YAGUATE,01,YAGUATE,04,MANÁ DE YAGUATE,001,EL MAIZAL,14,28,10,4,1,73.68
21,SAN CRISTÓBAL,06,YAGUATE,01,YAGUATE,04,MANÁ DE YAGUATE,007,EL HORNO,66,102,47,2,22,70.29
21,SAN CRISTÓBAL,06,YAGUATE,01,YAGUATE,04,MANÁ DE YAGUATE,010,EL COPEY,29,55,16,2,5,78.5
21,SAN CRISTÓBAL,06,YAGUATE,01,YAGUATE,04,MANÁ DE YAGUATE,002,BOCA DE MANÁ,31,67,22,2,7,75.97
21,SAN CRISTÓBAL,06,YAGUATE,01,YAGUATE,04,MANÁ DE YAGUATE,008,MANÁ ABAJO,23,13,3,0,2,87.8
21,SAN CRISTÓBAL,07,SAN GREGORIO DE NIGUA,01,SAN GREGORIO DE NIGUA,02,BOCA DE NIGUA,004,BOCA DE NIGUA,82,397,238,57,186,49.9
21,SAN CRISTÓBAL,07,SAN GREGORIO DE NIGUA,01,SAN GREGORIO DE NIGUA,02,BOCA DE NIGUA,008,YOGO YOGO,2,13,9,3,10,40.54
21,SAN CRISTÓBAL,07,SAN GREGORIO DE NIGUA,01,SAN GREGORIO DE NIGUA,02,BOCA DE NIGUA,002,SAN ANTONIO,40,158,138,34,88,43.23
21,SAN CRISTÓBAL,07,SAN GREGORIO DE NIGUA,01,SAN GREGORIO DE NIGUA,02,BOCA DE NIGUA,001,LOS FRUCTUOSOS,29,92,29,2,62,56.54
21,SAN CRISTÓBAL,07,SAN GREGORIO DE NIGUA,01,SAN GREGORIO DE NIGUA,02,BOCA DE NIGUA,003,SAMÁNGOLA,31,84,23,3,56,58.38
21,SAN CRISTÓBAL,07,SAN GREGORIO DE NIGUA,01,SAN GREGORIO DE NIGUA,02,BOCA DE NIGUA,005,SAN NICOLÁS,56,170,41,2,54,69.97
21,SAN CRISTÓBAL,07,SAN GREGORIO DE NIGUA,01,SAN GREGORIO DE NIGUA,02,BOCA DE NIGUA,006,CAMBELÉN,79,384,227,46,257,46.63
21,SAN CRISTÓBAL,07,SAN GREGORIO DE NIGUA,01,SAN GREGORIO DE NIGUA,02,BOCA DE NIGUA,007,ARROYO HIGÜERO,0,2,0,0,7,22.22
21,SAN CRISTÓBAL,07,SAN GREGORIO DE NIGUA,01,SAN GREGORIO DE NIGUA,03,NAJAYO ABAJO,002,NAJAYO ABAJO O CRUCE DE NAJAYO,38,186,76,9,77,58.03
21,SAN CRISTÓBAL,07,SAN GREGORIO DE NIGUA,01,SAN GREGORIO DE NIGUA,03,NAJAYO ABAJO,006,CARLOS PINTO,42,148,67,17,33,61.89
21,SAN CRISTÓBAL,07,SAN GREGORIO DE NIGUA,01,SAN GREGORIO DE NIGUA,03,NAJAYO ABAJO,009,LAS PLAYAS,55,191,95,15,102,53.71
21,SAN CRISTÓBAL,07,SAN GREGORIO DE NIGUA,01,SAN GREGORIO DE NIGUA,03,NAJAYO ABAJO,004,LOS AMACEYES,1,6,3,0,3,53.85
21,SAN CRISTÓBAL,07,SAN GREGORIO DE NIGUA,01,SAN GREGORIO DE NIGUA,03,NAJAYO ABAJO,010,EL GUANO,23,59,14,0,5,81.19
21,SAN CRISTÓBAL,07,SAN GREGORIO DE NIGUA,01,SAN GREGORIO DE NIGUA,03,NAJAYO ABAJO,003,HATO VIEJO,26,91,21,6,23,70.06
21,SAN CRISTÓBAL,07,SAN GREGORIO DE NIGUA,01,SAN GREGORIO DE NIGUA,03,NAJAYO ABAJO,001,DIOS DIRÁ,41,87,32,6,17,69.95
21,SAN CRISTÓBAL,07,SAN GREGORIO DE NIGUA,01,SAN GREGORIO DE NIGUA,03,NAJAYO ABAJO,008,GOYO VIEJO,18,26,2,1,1,91.67
21,SAN CRISTÓBAL,07,SAN GREGORIO DE NIGUA,01,SAN GREGORIO DE NIGUA,03,NAJAYO ABAJO,005,LOS HIGÜEROS,25,62,11,1,13,77.68
21,SAN CRISTÓBAL,07,SAN GREGORIO DE NIGUA,01,SAN GREGORIO DE NIGUA,03,NAJAYO ABAJO,007,CAÑADA ANDRÉS,0,0,1,0,0,0
21,SAN CRISTÓBAL,07,SAN GREGORIO DE NIGUA,01,SAN GREGORIO DE NIGUA,04,MALPÁEZ,003,LOS CAJUILES,20,61,15,4,16,69.83
21,SAN CRISTÓBAL,07,SAN GREGORIO DE NIGUA,01,SAN GREGORIO DE NIGUA,04,MALPÁEZ,001,MALPÁEZ,75,187,41,4,49,73.6
21,SAN CRISTÓBAL,07,SAN GREGORIO DE NIGUA,01,SAN GREGORIO DE NIGUA,04,MALPÁEZ,002,LA CANELA,21,59,31,7,20,57.97
21,SAN CRISTÓBAL,08,LOS CACAOS,01,LOS CACAOS,02,EL GUINEO,012,LOS JÍBAROS,22,4,2,1,5,76.47
21,SAN CRISTÓBAL,08,LOS CACAOS,01,LOS CACAOS,02,EL GUINEO,010,LA POCILGA,47,68,28,1,44,61.17
21,SAN CRISTÓBAL,08,LOS CACAOS,01,LOS CACAOS,02,EL GUINEO,002,LOS GUAZAROS,0,1,1,0,2,25
21,SAN CRISTÓBAL,08,LOS CACAOS,01,LOS CACAOS,02,EL GUINEO,004,LA SIEMBRA,16,11,1,0,15,62.79
21,SAN CRISTÓBAL,08,LOS CACAOS,01,LOS CACAOS,02,EL GUINEO,011,LAS TRES VEREDAS,64,61,5,1,19,83.33
21,SAN CRISTÓBAL,08,LOS CACAOS,01,LOS CACAOS,02,EL GUINEO,005,FRANCISCO MATEO,34,15,4,0,21,66.22
21,SAN CRISTÓBAL,08,LOS CACAOS,01,LOS CACAOS,02,EL GUINEO,007,HOYO PRIETO,1,0,0,0,13,7.14
21,SAN CRISTÓBAL,08,LOS CACAOS,01,LOS CACAOS,02,EL GUINEO,009,LOS CANDONGUITOS,31,2,0,0,25,56.9
21,SAN CRISTÓBAL,08,LOS CACAOS,01,LOS CACAOS,02,EL GUINEO,006,LOS JENGIBRES,2,0,0,0,4,33.33
21,SAN CRISTÓBAL,08,LOS CACAOS,01,LOS CACAOS,02,EL GUINEO,015,LA GINA MARCADA,15,3,1,0,6,72
21,SAN CRISTÓBAL,08,LOS CACAOS,01,LOS CACAOS,02,EL GUINEO,016,LOS GUINEOS ADENTRO,32,23,2,1,33,60.44
21,SAN CRISTÓBAL,08,LOS CACAOS,01,LOS CACAOS,02,EL GUINEO,017,LOS GUINEOS AFUERA,17,19,6,2,24,52.94
21,SAN CRISTÓBAL,08,LOS CACAOS,01,LOS CACAOS,02,EL GUINEO,018,ZUMBI MANTECA,23,45,14,3,14,68.69
21,SAN CRISTÓBAL,08,LOS CACAOS,01,LOS CACAOS,02,EL GUINEO,001,LOS CACAOS RURAL,12,8,7,3,0,66.67
21,SAN CRISTÓBAL,08,LOS CACAOS,01,LOS CACAOS,02,EL GUINEO,008,LOS MINEROS,15,11,1,0,7,76.47
21,SAN CRISTÓBAL,08,LOS CACAOS,01,LOS CACAOS,02,EL GUINEO,014,PANCHOLO,17,14,4,0,15,62
21,SAN CRISTÓBAL,08,LOS CACAOS,01,LOS CACAOS,02,EL GUINEO,013,LA CUCHILLA DE LA GUARDIA,4,7,1,1,21,32.35
21,SAN CRISTÓBAL,08,LOS CACAOS,01,LOS CACAOS,02,EL GUINEO,003,LOS ARROYOS,0,0,0,0,8,0
21,SAN CRISTÓBAL,08,LOS CACAOS,01,LOS CACAOS,03,LOS NARANJOS,006,CAÑADA DEL AGUA,0,0,0,0,4,0
21,SAN CRISTÓBAL,08,LOS CACAOS,01,LOS CACAOS,03,LOS NARANJOS,014,FLORENCIO,7,1,0,0,4,66.67
21,SAN CRISTÓBAL,08,LOS CACAOS,01,LOS CACAOS,03,LOS NARANJOS,013,LA JINA,9,4,0,0,6,68.42
21,SAN CRISTÓBAL,08,LOS CACAOS,01,LOS CACAOS,03,LOS NARANJOS,010,ARROYO PIEDRA,0,0,0,0,5,0
21,SAN CRISTÓBAL,08,LOS CACAOS,01,LOS CACAOS,03,LOS NARANJOS,017,LA PALMA,0,0,0,0,4,0
21,SAN CRISTÓBAL,08,LOS CACAOS,01,LOS CACAOS,03,LOS NARANJOS,016,LOS ARROYOS,6,3,0,0,0,100
21,SAN CRISTÓBAL,08,LOS CACAOS,01,LOS CACAOS,03,LOS NARANJOS,015,LOS NARANJOS,28,4,0,0,7,82.05
21,SAN CRISTÓBAL,08,LOS CACAOS,01,LOS CACAOS,03,LOS NARANJOS,005,MONTE BONITO,4,0,0,0,6,40
21,SAN CRISTÓBAL,08,LOS CACAOS,01,LOS CACAOS,03,LOS NARANJOS,004,CAÑADA BONITA,8,1,1,0,16,34.62
21,SAN CRISTÓBAL,08,LOS CACAOS,01,LOS CACAOS,03,LOS NARANJOS,001,MONTEADA NUEVA,2,1,0,0,12,20
21,SAN CRISTÓBAL,08,LOS CACAOS,01,LOS CACAOS,03,LOS NARANJOS,002,MELITÓN,4,1,0,0,7,41.67
21,SAN CRISTÓBAL,08,LOS CACAOS,01,LOS CACAOS,03,LOS NARANJOS,003,VALLEJO,25,3,0,0,25,52.83
21,SAN CRISTÓBAL,08,LOS CACAOS,01,LOS CACAOS,03,LOS NARANJOS,008,BENITO,4,1,0,0,2,71.43
21,SAN CRISTÓBAL,08,LOS CACAOS,01,LOS CACAOS,03,LOS NARANJOS,007,SANTANA,39,22,1,0,12,82.43
21,SAN CRISTÓBAL,08,LOS CACAOS,01,LOS CACAOS,03,LOS NARANJOS,009,PALMA ARRIBA,0,0,0,0,9,0
21,SAN CRISTÓBAL,08,LOS CACAOS,01,LOS CACAOS,03,LOS NARANJOS,011,ARROYO DEL CAFÉ,15,2,0,0,5,77.27
21,SAN CRISTÓBAL,08,LOS CACAOS,01,LOS CACAOS,04,CALDERÓN,003,PALO DE LA CRUZ,0,0,0,0,5,0
21,SAN CRISTÓBAL,08,LOS CACAOS,01,LOS CACAOS,04,CALDERÓN,007,LA CAÑADA DEL CAFÉ,6,0,0,0,5,54.55
21,SAN CRISTÓBAL,08,LOS CACAOS,01,LOS CACAOS,04,CALDERÓN,004,MAHOMITA LOS ARROYITOS,18,0,0,0,5,78.26
21,SAN CRISTÓBAL,08,LOS CACAOS,01,LOS CACAOS,04,CALDERÓN,005,ARROYO GRANDE,1,1,0,0,4,33.33
21,SAN CRISTÓBAL,08,LOS CACAOS,01,LOS CACAOS,04,CALDERÓN,002,CALDERÓN,29,22,1,0,11,80.95
21,SAN CRISTÓBAL,08,LOS CACAOS,01,LOS CACAOS,04,CALDERÓN,010,VALLEJITO ABAJO,23,25,7,1,6,77.42
21,SAN CRISTÓBAL,08,LOS CACAOS,01,LOS CACAOS,04,CALDERÓN,008,LOS CALIMETES,9,5,0,0,2,87.5
21,SAN CRISTÓBAL,08,LOS CACAOS,01,LOS CACAOS,04,CALDERÓN,006,CALDERÓN ARRIBA,22,2,0,0,4,85.71
21,SAN CRISTÓBAL,08,LOS CACAOS,01,LOS CACAOS,04,CALDERÓN,009,CIENAGUITA,29,15,0,0,19,69.84
21,SAN CRISTÓBAL,03,BAJOS DE HAINA,02,EL CARRIL (D. M.).,03,QUITA SUEÑO,006,QUITA SUEÑO SUR,69,323,434,259,165,31.36
21,SAN CRISTÓBAL,03,BAJOS DE HAINA,02,EL CARRIL (D. M.).,03,QUITA SUEÑO,004,LOS BARRANCONES LOS FRÍAS,34,254,252,54,186,36.92
21,SAN CRISTÓBAL,03,BAJOS DE HAINA,01,BAJOS DE HAINA,02,HAINA,001,CALLE EN MEDIO,75,498,788,283,359,28.61
21,SAN CRISTÓBAL,03,BAJOS DE HAINA,01,BAJOS DE HAINA,02,HAINA,005,PIEDRA BLANCA SUR,50,283,553,227,244,24.54
21,SAN CRISTÓBAL,03,BAJOS DE HAINA,01,BAJOS DE HAINA,02,HAINA,002,CABÓN,41,273,336,76,150,35.84
21,SAN CRISTÓBAL,01,SAN CRISTÓBAL,01,SAN CRISTÓBAL,05,NAJAYO ARRIBA,009,NAJAYO,127,478,313,78,138,53.35
21,SAN CRISTÓBAL,06,YAGUATE,01,YAGUATE,02,LAS GALLARDAS,005,PUJABANTE,28,18,6,0,19,64.79
21,SAN CRISTÓBAL,04,CAMBITA GARABITOS,01,CAMBITA GARABITOS,02,CAMBITA GARABITOS,009,LOMA EL GUAZUMAL,34,7,0,0,3,93.18
21,SAN CRISTÓBAL,04,CAMBITA GARABITOS,01,CAMBITA GARABITOS,02,CAMBITA GARABITOS,011,CUMÍA ADENTRO,23,5,1,0,12,68.29
21,SAN CRISTÓBAL,04,CAMBITA GARABITOS,01,CAMBITA GARABITOS,02,CAMBITA GARABITOS,001,LOS BAJOS DEL RÍO,16,1,0,0,4,80.95
21,SAN CRISTÓBAL,04,CAMBITA GARABITOS,01,CAMBITA GARABITOS,02,CAMBITA GARABITOS,007,BOTONCILLO,5,3,1,1,6,50
21,SAN CRISTÓBAL,04,CAMBITA GARABITOS,01,CAMBITA GARABITOS,02,CAMBITA GARABITOS,012,LOMA LA CANOA,5,1,0,0,0,100
21,SAN CRISTÓBAL,04,CAMBITA GARABITOS,01,CAMBITA GARABITOS,02,CAMBITA GARABITOS,010,SAN FRANCISCO,24,31,13,1,20,61.8
21,SAN CRISTÓBAL,04,CAMBITA GARABITOS,01,CAMBITA GARABITOS,02,CAMBITA GARABITOS,002,ARROYO HIGÜERO,30,34,25,16,17,52.46
21,SAN CRISTÓBAL,04,CAMBITA GARABITOS,01,CAMBITA GARABITOS,02,CAMBITA GARABITOS,008,PALMA SECA,14,4,0,0,1,94.74
21,SAN CRISTÓBAL,04,CAMBITA GARABITOS,01,CAMBITA GARABITOS,02,CAMBITA GARABITOS,013,CUMÍA ARRIBA,31,15,3,0,5,85.19
21,SAN CRISTÓBAL,04,CAMBITA GARABITOS,01,CAMBITA GARABITOS,02,CAMBITA GARABITOS,003,LA TOMA ARRIBA,25,60,27,8,38,53.8
21,SAN CRISTÓBAL,04,CAMBITA GARABITOS,01,CAMBITA GARABITOS,02,CAMBITA GARABITOS,004,LA BOCA DE LA TOMA,9,35,41,12,6,42.72
21,SAN CRISTÓBAL,04,CAMBITA GARABITOS,01,CAMBITA GARABITOS,02,CAMBITA GARABITOS,006,EL INGENIO,10,10,2,0,3,80
21,SAN CRISTÓBAL,04,CAMBITA GARABITOS,01,CAMBITA GARABITOS,02,CAMBITA GARABITOS,005,ARROYO HOYO,2,0,0,0,7,22.22
21,SAN CRISTÓBAL,04,CAMBITA GARABITOS,01,CAMBITA GARABITOS,03,HUMACHÓN,010,EL LIMÓN,12,2,0,0,6,70
21,SAN CRISTÓBAL,04,CAMBITA GARABITOS,01,CAMBITA GARABITOS,03,HUMACHÓN,001,EL MACAO,100,75,18,1,13,84.54
21,SAN CRISTÓBAL,04,CAMBITA GARABITOS,01,CAMBITA GARABITOS,03,HUMACHÓN,002,EL CEDRO,0,0,0,0,8,0
21,SAN CRISTÓBAL,04,CAMBITA GARABITOS,01,CAMBITA GARABITOS,03,HUMACHÓN,008,HUMACHÓN,34,30,4,1,10,81.01
21,SAN CRISTÓBAL,04,CAMBITA GARABITOS,01,CAMBITA GARABITOS,03,HUMACHÓN,009,MUCHA AGUA,43,65,15,2,27,71.05
21,SAN CRISTÓBAL,04,CAMBITA GARABITOS,01,CAMBITA GARABITOS,03,HUMACHÓN,012,BOTONCILLOS,32,25,4,1,5,85.07
21,SAN CRISTÓBAL,04,CAMBITA GARABITOS,01,CAMBITA GARABITOS,03,HUMACHÓN,011,JUAN ROMÁN,34,28,3,0,7,86.11
21,SAN CRISTÓBAL,04,CAMBITA GARABITOS,01,CAMBITA GARABITOS,03,HUMACHÓN,005,EL LLANO,1,0,0,0,17,5.56
21,SAN CRISTÓBAL,04,CAMBITA GARABITOS,01,CAMBITA GARABITOS,03,HUMACHÓN,006,LAS AUYAMAS,0,0,0,0,1,0
21,SAN CRISTÓBAL,04,CAMBITA GARABITOS,01,CAMBITA GARABITOS,03,HUMACHÓN,007,LAS HICOTEAS,33,10,0,0,7,86
21,SAN CRISTÓBAL,04,CAMBITA GARABITOS,01,CAMBITA GARABITOS,03,HUMACHÓN,004,LA JAGÜITA,24,8,0,0,2,94.12
21,SAN CRISTÓBAL,04,CAMBITA GARABITOS,01,CAMBITA GARABITOS,03,HUMACHÓN,003,PALMA SECA,1,2,0,0,7,30
21,SAN CRISTÓBAL,04,CAMBITA GARABITOS,01,CAMBITA GARABITOS,04,LA COLONIA,002,MANO MATUEY ABAJO,30,31,1,0,27,68.54
21,SAN CRISTÓBAL,04,CAMBITA GARABITOS,01,CAMBITA GARABITOS,04,LA COLONIA,009,EL LIMÓN,8,2,0,0,0,100
21,SAN CRISTÓBAL,04,CAMBITA GARABITOS,01,CAMBITA GARABITOS,04,LA COLONIA,008,ARROYO LINDO,89,22,1,0,0,99.11
21,SAN CRISTÓBAL,04,CAMBITA GARABITOS,01,CAMBITA GARABITOS,04,LA COLONIA,001,MANO MATUEY ARRIBA,23,16,3,0,0,92.86
21,SAN CRISTÓBAL,04,CAMBITA GARABITOS,01,CAMBITA GARABITOS,04,LA COLONIA,003,LA CUEVA,3,5,0,1,0,88.89
21,SAN CRISTÓBAL,04,CAMBITA GARABITOS,01,CAMBITA GARABITOS,04,LA COLONIA,004,LA COLONIA,19,33,20,3,37,46.43
21,SAN CRISTÓBAL,04,CAMBITA GARABITOS,01,CAMBITA GARABITOS,04,LA COLONIA,007,EL MAJAGUAL,33,29,17,5,14,63.27
21,SAN CRISTÓBAL,04,CAMBITA GARABITOS,01,CAMBITA GARABITOS,04,LA COLONIA,005,LA CABIRMA,16,30,9,1,8,71.88
21,SAN CRISTÓBAL,04,CAMBITA GARABITOS,01,CAMBITA GARABITOS,04,LA COLONIA,006,LOMA LOS ANONES,0,0,0,0,15,0
21,SAN CRISTÓBAL,04,CAMBITA GARABITOS,01,CAMBITA GARABITOS,05,LOS MANANTIALES,014,LOS COLES,69,13,2,0,5,92.13
21,SAN CRISTÓBAL,04,CAMBITA GARABITOS,01,CAMBITA GARABITOS,05,LOS MANANTIALES,002,LEONARDO,11,5,1,0,2,84.21
21,SAN CRISTÓBAL,04,CAMBITA GARABITOS,01,CAMBITA GARABITOS,05,LOS MANANTIALES,005,AGUA CLARA,0,0,0,1,1,0
21,SAN CRISTÓBAL,04,CAMBITA GARABITOS,01,CAMBITA GARABITOS,05,LOS MANANTIALES,007,EL CORTE NUEVO,3,1,0,0,0,100
21,SAN CRISTÓBAL,04,CAMBITA GARABITOS,01,CAMBITA GARABITOS,05,LOS MANANTIALES,003,LOS MANANTIALES,9,1,0,0,2,83.33
21,SAN CRISTÓBAL,04,CAMBITA GARABITOS,01,CAMBITA GARABITOS,05,LOS MANANTIALES,009,BRUNO,0,0,0,0,4,0
21,SAN CRISTÓBAL,04,CAMBITA GARABITOS,01,CAMBITA GARABITOS,05,LOS MANANTIALES,019,MUCHA AGUA,0,2,1,0,0,66.67
21,SAN CRISTÓBAL,04,CAMBITA GARABITOS,01,CAMBITA GARABITOS,05,LOS MANANTIALES,012,LA ESTANCIA,28,5,0,0,15,68.75
21,SAN CRISTÓBAL,04,CAMBITA GARABITOS,01,CAMBITA GARABITOS,05,LOS MANANTIALES,001,EL CAÑAVERAL,7,9,4,0,0,80
21,SAN CRISTÓBAL,04,CAMBITA GARABITOS,01,CAMBITA GARABITOS,05,LOS MANANTIALES,008,LOS JUGADEROS,4,0,0,0,2,66.67
21,SAN CRISTÓBAL,04,CAMBITA GARABITOS,01,CAMBITA GARABITOS,05,LOS MANANTIALES,010,MANUEL MINA,1,0,0,0,0,100
21,SAN CRISTÓBAL,04,CAMBITA GARABITOS,01,CAMBITA GARABITOS,05,LOS MANANTIALES,004,LOS HOZADEROS,27,12,3,0,17,66.1
21,SAN CRISTÓBAL,04,CAMBITA GARABITOS,01,CAMBITA GARABITOS,06,EL TABLAZO,001,EL TABLAZO,69,57,7,0,26,79.25
21,SAN CRISTÓBAL,04,CAMBITA GARABITOS,01,CAMBITA GARABITOS,06,EL TABLAZO,015,CAÑADA BONITA,0,0,0,0,11,0
21,SAN CRISTÓBAL,04,CAMBITA GARABITOS,01,CAMBITA GARABITOS,06,EL TABLAZO,014,LOS CHAPARRALES,0,1,0,0,0,100
21,SAN CRISTÓBAL,04,CAMBITA GARABITOS,01,CAMBITA GARABITOS,06,EL TABLAZO,012,LA YABACOA,3,0,0,0,5,37.5
21,SAN CRISTÓBAL,04,CAMBITA GARABITOS,01,CAMBITA GARABITOS,06,EL TABLAZO,009,LOS ANONES,38,42,0,0,0,100
21,SAN CRISTÓBAL,04,CAMBITA GARABITOS,01,CAMBITA GARABITOS,06,EL TABLAZO,008,EL HIGÜERITO,16,1,0,0,4,80.95
21,SAN CRISTÓBAL,04,CAMBITA GARABITOS,01,CAMBITA GARABITOS,06,EL TABLAZO,002,LAS MINAS,5,0,0,0,0,100
21,SAN CRISTÓBAL,04,CAMBITA GARABITOS,01,CAMBITA GARABITOS,06,EL TABLAZO,005,EL CO,0,0,0,0,1,0
21,SAN CRISTÓBAL,04,CAMBITA GARABITOS,01,CAMBITA GARABITOS,06,EL TABLAZO,003,PIEDRA GORDA,32,24,1,0,14,78.87
21,SAN CRISTÓBAL,04,CAMBITA GARABITOS,01,CAMBITA GARABITOS,06,EL TABLAZO,004,EL HABRÁ,0,0,0,0,2,0
21,SAN CRISTÓBAL,04,CAMBITA GARABITOS,01,CAMBITA GARABITOS,06,EL TABLAZO,013,NIGUA,11,3,0,0,0,100
21,SAN CRISTÓBAL,04,CAMBITA GARABITOS,01,CAMBITA GARABITOS,06,EL TABLAZO,011,LA GUAZÁBARA,0,0,0,0,3,0
21,SAN CRISTÓBAL,04,CAMBITA GARABITOS,01,CAMBITA GARABITOS,06,EL TABLAZO,016,LOMA EL ALTO DE LA PIÑA,33,15,0,0,9,84.21
21,SAN CRISTÓBAL,04,CAMBITA GARABITOS,01,CAMBITA GARABITOS,06,EL TABLAZO,007,ARROYO GRANDE,16,11,1,0,13,65.85
21,SAN CRISTÓBAL,04,CAMBITA GARABITOS,01,CAMBITA GARABITOS,06,EL TABLAZO,010,EL CARAO,10,7,1,0,0,94.44
21,SAN CRISTÓBAL,04,CAMBITA GARABITOS,02,CAMBITA EL PUEBLECITO (D. M.).,02,LLANADA GRANDE,003,LOMA LECHOSO,4,2,1,0,0,85.71
21,SAN CRISTÓBAL,04,CAMBITA GARABITOS,02,CAMBITA EL PUEBLECITO (D. M.).,02,LLANADA GRANDE,009,FIRME DE SUÁREZ,0,0,1,0,0,0
21,SAN CRISTÓBAL,04,CAMBITA GARABITOS,02,CAMBITA EL PUEBLECITO (D. M.).,02,LLANADA GRANDE,002,LA GALLINA,20,36,2,0,4,90.32
21,SAN CRISTÓBAL,04,CAMBITA GARABITOS,02,CAMBITA EL PUEBLECITO (D. M.).,02,LLANADA GRANDE,006,LA LAGUNITA,15,23,12,1,7,65.52
21,SAN CRISTÓBAL,04,CAMBITA GARABITOS,02,CAMBITA EL PUEBLECITO (D. M.).,02,LLANADA GRANDE,001,LA LLANADA GRANDE O CAÑADA GRANDE,32,37,5,0,10,82.14
21,SAN CRISTÓBAL,04,CAMBITA GARABITOS,02,CAMBITA EL PUEBLECITO (D. M.).,02,LLANADA GRANDE,004,LA CEBOLLA,1,3,1,1,6,33.33
21,SAN CRISTÓBAL,04,CAMBITA GARABITOS,02,CAMBITA EL PUEBLECITO (D. M.).,02,LLANADA GRANDE,008,CORBANITO (CALLAO ARRIBA),13,14,3,0,13,62.79
21,SAN CRISTÓBAL,04,CAMBITA GARABITOS,02,CAMBITA EL PUEBLECITO (D. M.).,03,PUEBLO NUEVO,001,CUMÍA ABAJO,30,30,1,0,26,68.97
21,SAN CRISTÓBAL,04,CAMBITA GARABITOS,02,CAMBITA EL PUEBLECITO (D. M.).,03,PUEBLO NUEVO,002,EL PAPAYO,30,48,16,3,13,70.91
21,SAN CRISTÓBAL,04,CAMBITA GARABITOS,02,CAMBITA EL PUEBLECITO (D. M.).,03,PUEBLO NUEVO,003,JERÓNIMO LÓPEZ,8,27,17,2,5,59.32
